,bath,bed,furnished,price,size,street,where
1061,1 bath,1 bed,0,"$1,600",,2039 Homecrest Avenue #2,
1062,1 bath,2 beds,0,"$3,050",,158 West 9th Street #2A,Carroll Gardens
1063,2 baths,2 beds,0,"$4,950","1,059 ft²",429 Kent Avenue #803,Williamsburg
1064,1 bath,1 bed,0,"$3,260",,250 Ashland Place #41MM,Fort Greene
1065,1 bath,3 beds,0,"$3,200",,337 Kent Avenue #2F,Williamsburg
1066,5 baths,5 beds,0,"$4,499",,2715 Farragut Rd #1,
1067,1 bath,1 bed,0,"$1,725",,1535 Park Place #8B,
1068,1.5 baths,4 beds,0,"$2,500",,980  East 16th Street #3A,
1069,1 bath,2 beds,0,"$2,062",,1212 Lincoln Place #4E,
1070,1 bath,2 beds,0,"$1,725",,1545 Park Place #D8,
1071,1 bath,2 beds,0,"$1,724",800 ft²,1539 Park Place #D8,
1072,1 bath,1 bed,0,"$2,100",,634 Kosciuszko Street #3F,Bushwick
1073,1 bath,3 beds,0,"$2,450",,2425 Nostrand Avenue #424,
1074,1 bath,,0,"$1,950",,96 Hicks Street #2,Brooklyn Heights
1075,2 baths,2 beds,0,"$5,495","1,183 ft²",100 Jay Street #25C,DUMBO
1076,1 bath,1 bed,0,"$2,400",,801 Bergen Street #306,
1077,1 bath,,0,"$2,252",444 ft²,180 Myrtle Avenue #3S,
1078,1 bath,2 beds,0,"$2,800",,114 North 7th Street #3L,Williamsburg
1079,1 bath,1 bed,0,"$2,800",,423 11th Street #2,Park Slope
1080,1 bath,1 bed,0,"$2,600",,423 11th Street #1,Park Slope
1081,1 bath,,0,"$2,405",438 ft²,180 Myrtle Avenue #9L,
1082,1 bath,2 beds,0,"$3,995",,388 Dean Street #3,Park Slope
1083,1 bath,2 beds,0,"$2,700",,210 Greenwood Avenue #2,
1084,1 bath,1 bed,0,"$1,940",700 ft²,431 Bainbridge Street #2B,
1085,1 bath,2 beds,0,"$2,450",900 ft²,431 Bainbridge Street #1,
1086,1 bath,2 beds,0,"$2,200",675 ft²,320 Prospect Avenue #3R,Park Slope
1087,1 bath,3.5 beds,0,"$2,800",,1512 Bedford Avenue #3R,
1088,1 bath,1 bed,0,"$1,700",750 ft²,50 Brighton First Road. #14J,
1089,1.5 baths,2 beds,0,"$2,150",650 ft²,148 Patchen Avenue #3R,
1090,1 bath,1 bed,0,"$1,650",750 ft²,50 Brighton First Road #12B,
1091,3 baths,4 beds,0,"$4,799","1,500 ft²",111 Greenpoint Avenue #A3,Greenpoint
1092,1 bath,2 beds,0,"$3,300",,92 South 4th Street #1,Williamsburg
1093,1 bath,3 beds,0,"$3,300",,179 Eckford Street #2,Greenpoint
1094,1 bath,,1,"$3,000",,383 7th Street #1,Park Slope
1095,2.5 baths,3 beds,0,"$5,350",,383 7th Street #2,Park Slope
1096,1 bath,1 bed,0,"$3,100",656 ft²,20 Bayard Street #4B,Williamsburg
1097,3 baths,3 beds,0,"$5,975",,163 North 6th Street #A3,Williamsburg
1098,1 bath,1 bed,0,"$2,447",,41 Kosciusko Street #220,Bedford-Stuyvesant
1099,1 bath,3 beds,0,"$3,300",,47 Macon Street #E2,Bedford-Stuyvesant
1100,1 bath,,0,"$2,200",,69 North 7th Street #3F,Williamsburg
1101,2 baths,4 beds,0,"$3,395",,221 Vanderbilt Street #4,
1102,1 bath,,1,"$2,000",,9949 Shore Road #603,
1103,1 bath,2 beds,0,"$2,000",,1023 Carroll Street #2D,
1104,1 bath,1 bed,0,"$2,400",,180 Prospect Place #1C,Prospect Heights
1105,2 baths,2 beds,0,"$4,810","1,000 ft²",250 North 10th #418,Williamsburg
1106,2 baths,2 beds,0,"$4,166","1,000 ft²",66 Rockwell Place #11G,Fort Greene
1107,1 bath,,0,"$1,800",,30 Clinton Street #2H,Brooklyn Heights
1108,1 bath,2.5 beds,0,"$3,400",,63 1st Place #4,Carroll Gardens
1109,1 bath,1 bed,0,"$2,600",,378 Pacific Street #2,
1110,1 bath,2 beds,0,"$3,550",,375 South 1st Street #2,Williamsburg
1111,1 bath,2 beds,0,"$3,650",,375 South 1st Street #3,Williamsburg
1112,1 bath,1.5 beds,0,"$1,895",800 ft²,257 20th Street 3RDFLOOR,
1113,1 bath,1 bed,0,"$2,000",,178 West Street #1,Greenpoint
1114,1 bath,1.5 beds,0,"$2,500",,138 Newel Street #2L,Greenpoint
1115,3 baths,5 beds,0,"$3,800","2,300 ft²",715 MacDonough Street #1F,
1116,3 baths,5 beds,0,"$3,500",,715 MacDonough Street #3F,
1117,1 bath,,1,"$2,150",,242 S 2nd Street #32,Williamsburg
1118,1 bath,2 beds,0,"$2,195",,765 Grand Street #5B,Williamsburg
1119,1 bath,1 bed,0,"$2,784",,670 Pacific Street #412,Prospect Heights
1120,2 baths,3 beds,0,"$4,470",,626 Flatbush Avenue #22B,
1121,1 bath,2 beds,0,"$3,550",,300 Suydam Street #1B,Bushwick
1122,1 bath,2 beds,0,"$2,200",,320 Empire Boulevard #4E,
1123,1 bath,3 beds,0,"$2,700",,300 Suydam Street #2B,Bushwick
1124,1 bath,3 beds,0,"$3,200",,5514 Myrtle Avenue #3,Bushwick
1125,1 bath,1 bed,0,"$1,600",,415 Lefferts #F5,
1126,,4 beds,1,"$4,250","1,700 ft²",394 East 8th Street ,
1127,1 bath,,0,"$1,535",,729 Quincy Street #3,
1128,1 bath,,0,"$2,358",,309 Gold Street #28H,
1129,2 baths,4 beds,0,"$6,400",,208 South 3rd Street #4C,Williamsburg
1130,1 bath,3 beds,0,"$2,625",,1803 Beverly Road #3E,
1131,1 bath,1 bed,0,"$1,950",,205 Franklin Street #3D,Greenpoint
1132,1 bath,2 beds,0,"$2,300",,415 83rd Street #2,Bay Ridge
1133,1 bath,2 beds,0,"$3,000",,194 Smith Street #2,
1134,1 bath,1 bed,0,"$3,260",,250 Ashland Place #41MM,Fort Greene
1135,1 bath,1 bed,0,"$3,000",,100 Dupont Street #2C,Greenpoint
1136,1 bath,3 beds,0,"$3,500",,303 Douglass Street #1,
1137,1 bath,2 beds,0,"$2,017",,559 Wilson Avenue #3,Bushwick
1138,2 baths,2 beds,0,"$2,800",,147 Ocean Avenue #4C,
1139,1 bath,2 beds,0,"$2,400",,278 Saint James Place #2,
1140,1 bath,3 beds,0,"$3,200",,147 Ocean Avenue #4A,
1141,1 bath,1 bed,0,"$2,250",,56 Livingston #4E,Brooklyn Heights
1142,1 bath,2 beds,0,"$2,425",,147 Ocean Avenue #4B,
1143,,1 bed,0,"$1,500",,2376 60th Street #2,
1144,2 baths,2 beds,0,"$6,800",,14 Pierrepont Street #1,Brooklyn Heights
1145,1 bath,3 beds,0,"$3,000",,55-14 Myrtle Avenue #2,Bushwick
1146,1 bath,2 beds,0,"$3,400",,618 Grand Street #2,Williamsburg
1147,1 bath,1 bed,0,"$3,595",715 ft²,267 Pacific Street #502,
1148,2 baths,3 beds,0,"$5,800","1,273 ft²",75 Columbia Street #4B,
1149,1 bath,1 bed,0,"$1,600",,1267 Bergen Street #2,
1150,1 bath,2 beds,0,"$2,200",,1446 Dean Street #2,
1151,1 bath,2 beds,0,"$2,400",,143 4th Avenue #3A,Park Slope
1152,1 bath,1 bed,0,"$2,200",,541 Bergen Street #D4,Prospect Heights
1153,1 bath,2 beds,0,"$1,960",,535 45th Street #4A,Sunset Park
1154,1 bath,2 beds,0,"$2,499",,69 Clifton Place #2R,
1155,1 bath,3 beds,0,"$3,300",,306 Saint James Place #1,
1156,1 bath,3 beds,0,"$4,200","1,000 ft²",127 Saint Marks Place #3,Park Slope
1157,1 bath,3 beds,0,"$2,500",,238 5th Avenue #2L,Park Slope
1158,1 bath,1 bed,0,"$2,300",,464 Prospect Place #1F,
1159,1 bath,,1,"$2,700",,954 Bergen Street #5G,
1160,2 baths,2 beds,0,"$4,400",,730 Franklin Avenue #PH,
1161,2 baths,4 beds,0,"$6,900","2,500 ft²",195 Berkeley Place #2,Park Slope
1162,1 bath,1 bed,0,"$1,846",741 ft²,58 Linden Boulevard #4E,
1163,1 bath,1 bed,0,"$2,999",,730 Franklin Avenue #5B,
1164,2 baths,3 beds,0,"$3,100",,223 Bainbridge Street #3R,
1165,2 baths,3 beds,0,"$3,100",,223 Bainbridge Street #3L,
1166,2 baths,3 beds,0,"$3,100",,223 Bainbridge Street #4L,
1167,2 baths,3 beds,0,"$3,100",,223 Bainbridge Street #4R,
1168,1 bath,1.5 beds,0,"$2,300",,167 Macdonough Street #2,
1169,2 baths,4 beds,0,"$2,600",,2370 Pacific Street #D,
1170,1 bath,1 bed,0,"$2,200",694 ft²,1125 Banner Avenue #8D,
1171,1 bath,2.5 beds,0,"$2,450","1,000 ft²",234 Cornelia Street #1,Bushwick
1172,1 bath,1 bed,0,"$1,995",750 ft²,636 20th Street #3F,
1173,1 bath,1.5 beds,0,"$2,550",,226 Court Street #1,
1174,1 bath,,0,"$4,950","1,263 ft²",111 Kent Avenue #1H,Williamsburg
1175,2 baths,2 beds,0,"$3,910",,670 Pacific Street #501,Prospect Heights
1176,1.5 baths,3 beds,0,"$3,000",,691 Chauncey #1A,Bushwick
1177,3 baths,3 beds,0,"$3,200","1,300 ft²",8717 21st Avenue #1,
1178,1 bath,3 beds,0,"$2,150",,521 Evergreen Avenue #2M,Bushwick
1179,1 bath,1 bed,0,"$2,900",950 ft²,180 Saint Johns Place #3,Park Slope
1180,1.5 baths,3 beds,0,"$3,700",,869 Park Avenue #1D,
1181,1 bath,1 bed,0,"$1,675",,475 Kings Hwy #6A,
1182,1 bath,2 beds,0,"$1,575",,2027 60th Street #B,
1183,1 bath,1 bed,0,"$2,750",,480 Henry Street #3,
1184,1 bath,2 beds,0,"$2,199",,455 Ocean Avenue #F4,
1185,1 bath,1 bed,0,"$1,500",,55 Argyle Road #44,
1186,4 baths,4 beds,0,"$3,700",,280 Eldert Street #1,Bushwick
1187,1 bath,,0,"$1,900",,683 4th Avenue #8A,
1188,1 bath,,0,"$2,050",,683 4th Avenue #9A,
1189,1 bath,2 beds,0,"$3,500",,22 Caton Place #1F,
1190,2.5 baths,2 beds,0,"$6,457",,365 Bond Street #TH123,
1191,2 baths,2 beds,0,"$2,950",,949 Willoughby Avenue #1072,Bushwick
1192,1 bath,1 bed,0,"$3,000",,185 South 4th Street #4C,Williamsburg
1193,1 bath,,0,"$2,450",,185 South 4th Street #4D,Williamsburg
1194,1 bath,1 bed,0,"$2,999",,730 Franklin Avenue #4A,
1195,1 bath,1 bed,0,"$2,999",,730 Franklin Avenue #4B,
1196,1 bath,1 bed,0,"$2,999",,730 Franklin Avenue #5A,
1197,1 bath,1 bed,0,"$2,999",,730 Franklin Avenue #3B,
1198,1 bath,1 bed,0,"$2,999",,730 Franklin Avenue #3A,
1199,2 baths,4 beds,0,"$2,400","1,109 ft²",426 56th Street #3,Sunset Park
1200,1 bath,3 beds,0,"$2,500",,1331 Pacific Street #6,
1201,1 bath,,0,"$3,000","1,000 ft²",144 Spencer Street #403,Bedford-Stuyvesant
1202,2 baths,3 beds,0,"$3,000","1,100 ft²",332 94th Street #2,
1203,1 bath,,0,"$2,492",,10 City Point #42N,
1204,1 bath,2 beds,0,"$3,000",,99 Butler Street #3,
1205,1 bath,2 beds,0,"$3,995",,115 Henry Street #2D,Brooklyn Heights
1206,2 baths,2 beds,0,"$4,500",,115 Henry Street #5H,Brooklyn Heights
1207,1.5 baths,2 beds,0,"$4,625",,115 Henry Street #8D,Brooklyn Heights
1208,1 bath,1.5 beds,0,"$1,800",,557 Wilson Avenue #3L,Bushwick
1209,2 baths,3 beds,0,"$2,950",,949 Willoughby Avenue #107,Bushwick
1210,1 bath,2 beds,0,"$2,995",,527 Carroll Street #2F,
1211,1 bath,2 beds,0,"$2,000",,210 Putnam Avenue #20,Bedford-Stuyvesant
1212,1.5 baths,2 beds,0,"$2,495",,124 Wyckoff Avenue #3L,Bushwick
1213,1 bath,,0,"$1,650",,177 Columbia Heights #34,Brooklyn Heights
1214,1 bath,2 beds,0,"$1,725",,1539 Park Place #D8,
1215,2 baths,3 beds,0,"$3,150","1,400 ft²",1155 Fulton Street #2,Bedford-Stuyvesant
1216,1 bath,2 beds,0,"$2,775",,450 Clinton Avenue #5,
1217,1 bath,2 beds,0,"$1,795",,1415 New York Avenue #6G,
1218,2 baths,2 beds,0,"$4,450","1,040 ft²",189 Schermerhorn Street #21E,
1219,2.5 baths,2 beds,0,"$7,300","1,555 ft²",47 North 4th Street #29P,Williamsburg
1220,1 bath,1 bed,0,"$2,300",630 ft²,182A Eckford Street #2,Greenpoint
1221,1.5 baths,3 beds,0,"$3,500",,381 Nostrand #2,Bedford-Stuyvesant
1222,1 bath,1 bed,0,"$2,800",650 ft²,10 City Point #21B,
1223,1 bath,2 beds,0,"$2,600",,918 Fulton Street #2B,
1224,1 bath,1.5 beds,0,"$1,850",,682 Halsey Street #2,
1225,,3 beds,0,"$4,300",,598 President Street #4D,Park Slope
1226,1 bath,1 bed,0,"$2,300",400 ft²,843 Carroll Street #3F,Park Slope
1227,1 bath,2 beds,0,"$1,900",,541 Mcdonald Avenue #2F,
1228,1 bath,2 beds,0,"$2,200",800 ft²,61 Mackay Place #2,Bay Ridge
1229,1 bath,3 beds,0,"$2,500","1,000 ft²",7301 11th Avenue #2,
1230,1 bath,3 beds,0,"$2,600",,955 Lafayette Avenue #3F,
1231,2 baths,2 beds,0,"$4,810","1,000 ft²",250 North 10th #418,Williamsburg
1232,1 bath,1 bed,0,"$2,150",700 ft²,832 Dekalb Avenue #4E,Bedford-Stuyvesant
1233,1 bath,2 beds,0,"$2,100",,260 Cornelia Street #1R,Bushwick
1234,2 baths,3 beds,0,"$4,350",,156 Adelphi Street #11,Fort Greene
1235,1 bath,1 bed,0,"$3,195",740 ft²,50 Bayard Street #1E,Williamsburg
1236,1 bath,3 beds,0,"$2,400",,688 Halsey Street #7,
1237,2 baths,3 beds,0,"$7,500",,490 Atlantic Avenue #2,
1238,2 baths,4 beds,0,"$3,000",,223A Malcolm X Boulevard #3F,
1239,1 bath,2 beds,0,"$3,000",,527 Carroll Street #2,
1240,2 baths,4 beds,0,"$5,000","2,000 ft²",17 Grattan Street #G,
1241,1 bath,1 bed,0,"$1,836",900 ft²,109 Woodruff Avenue #2C,
1242,,1 bed,0,"$2,400",750 ft²,257 Columbia Street #2,
1243,1 bath,1 bed,0,"$2,502",800 ft²,109 Woodruff Avenue #2A,
1244,1 bath,1 bed,0,"$1,725",,3405 Kings Highway #6A,
1245,3 baths,3 beds,0,"$6,500",,552 Clinton Street #1,Carroll Gardens
1246,1 bath,2 beds,0,"$2,200",700 ft²,653 Greene Avenue #3,Bedford-Stuyvesant
1247,2 baths,3 beds,0,"$2,800","1,800 ft²",2536 E 28th Street #1,
1248,1 bath,1 bed,0,"$2,775",,96 3rd Avenue #PH,
1249,2 baths,3 beds,0,"$3,500",,381 Nostrand #1,Bedford-Stuyvesant
1250,1 bath,2 beds,0,"$1,850",950 ft²,3060 Ocean Avenue #R3,
1251,1 bath,1 bed,0,"$2,187",,670 Halsey Street #2F,
1252,2 baths,2 beds,0,"$4,575",,101 Clinton Street #2R,Brooklyn Heights
1253,1 bath,2 beds,0,"$5,000",,313 Clinton Street #2,
1254,1 bath,3 beds,0,"$3,799",,132A Stanhope Street #2A,Bushwick
1255,1 bath,2 beds,0,"$2,600",,145 Borinquen Place #24,Williamsburg
1256,2 baths,4 beds,0,"$3,550",,1059 Union Street #3F,
1257,1 bath,2 beds,0,"$3,375",,96 3rd Avenue #2C,
1258,1 bath,1 bed,0,"$2,250",,176 Meserole Street #2R,Williamsburg
1259,1 bath,,0,"$1,950",,548 Driggs Avenue #14,Williamsburg
1260,1 bath,2 beds,0,"$5,350","1,113 ft²",429 Kent Avenue #601,Williamsburg
1261,1 bath,1 bed,0,"$1,650",,445 Bainbridge Street #4R,
1262,1 bath,1 bed,0,"$2,395",950 ft²,46 Maujer Street #5,Williamsburg
1263,4 baths,5 beds,0,"$9,550",,598 7th Street TOWNHOUSE,Park Slope
1264,2.5 baths,2 beds,0,"$4,500","1,300 ft²",71 Java Street #PH,Greenpoint
1265,1 bath,1 bed,0,"$1,900",675 ft²,268 Prospect Park West #4L,Park Slope
1266,1 bath,,0,"$1,795",,480 Greene Avenue #2F,Bedford-Stuyvesant
1267,1 bath,1 bed,0,"$2,000",,58 Saint Marks Avenue #2,Park Slope
1268,1 bath,3 beds,0,"$2,795",,442 Lorimer Street #14,Williamsburg
1269,1 bath,2 beds,0,"$1,850",,581 18th Street #2,
1270,1 bath,2 beds,0,"$2,300",,400 4th Avenue #3,
1271,1 bath,,0,"$2,700",611 ft²,318 Knickerbocker Avenue #2G,Bushwick
1272,,1 bed,1,"$5,250","1,068 ft²",55 Berry Street #2B,Williamsburg
1273,1 bath,,0,"$2,495",476 ft²,111 Lawrence Street #36E,
1274,2 baths,2 beds,0,"$5,398",963 ft²,60 Water Street #701,DUMBO
1275,1 bath,3 beds,0,"$3,250",,296 Hewes #2D,Williamsburg
1276,2 baths,2 beds,0,"$3,275",,1149 Bedford Avenue #3B,Bedford-Stuyvesant
1277,1 bath,2 beds,0,"$2,095",,420 Classon Avenue #1R,
1278,1 bath,2 beds,0,"$3,695",,299 Vanderbilt Avenue #GARDEN,
1279,1 bath,1 bed,0,"$2,000",,80 Winthrop Street #E4,
1280,1 bath,,0,"$2,590",454 ft²,250 North 10th #114,Williamsburg
1281,1 bath,3 beds,0,"$2,800",,293 N 7th Street #2R,Williamsburg
1282,1 bath,1.5 beds,0,"$1,775",,1673 Nostrand Avenue #2F,
1283,1 bath,2 beds,0,"$1,800",,701 Avenue C #F5,
1284,1 bath,2 beds,0,"$1,800",,116 East 19th Street #C3,
1285,1 bath,1 bed,0,"$2,995",756 ft²,69 Sutton Street #2,Greenpoint
1286,1 bath,1 bed,0,"$1,750",,100 East 18 #4B,
1287,1 bath,2 beds,0,"$3,250",,67 Jefferson Avenue #2,Bedford-Stuyvesant
1288,1 bath,,0,"$2,382",,365 Bond Street #A218,
1289,1 bath,1 bed,0,"$1,575",,1655 Flatbush Avenue #B1266,
1290,2 baths,2 beds,0,"$3,750",,367 Hooper #2ND,Williamsburg
1291,1 bath,3 beds,0,"$2,450",,45 Parade Place #6B,
1292,1 bath,1 bed,0,"$1,550",,474 East 98th Street #1C,
1293,1.5 baths,1.5 beds,0,"$2,600",,320 23rd Street #3A,
1294,1 bath,1 bed,0,"$1,950",800 ft²,580 Flatbush Avenue #3E,
1295,1 bath,1 bed,0,"$2,650",,27 Arion Place #106,Bushwick
1296,1 bath,1 bed,0,"$2,713",,123 Parkside Avenue #4N,
1297,1 bath,2 beds,0,"$2,350",,468 Myrtle Avenue #2A,
1298,1 bath,2 beds,0,"$1,970",,711 Ocean Avenue #HA,
1299,1 bath,2 beds,0,"$4,200",814 ft²,300 Ashland Place #24N,Fort Greene
1300,1 bath,1 bed,0,"$3,081",637 ft²,300 Ashland Place #17Q,Fort Greene
1301,1 bath,2 beds,0,"$2,300",,712 Lafayette Avenue #2,Bedford-Stuyvesant
1302,1 bath,2 beds,0,"$2,475",700 ft²,88 Hart Street #2C,Bedford-Stuyvesant
1303,1 bath,3 beds,0,"$3,600",,718 Washington Avenue #2,Prospect Heights
1304,2 baths,2 beds,0,"$2,650","1,110 ft²",1125 Banner Avenue #4C,
1305,1 bath,1 bed,0,"$2,400",,155 Saint Marks Avenue #3,Prospect Heights
1306,1 bath,2 beds,0,"$2,200",,27 Arion Place #310,Bushwick
1307,2 baths,4 beds,0,"$2,750",,644 Flatbush Avenue 2ND-FLOOR,
1308,1 bath,3 beds,0,"$2,950",,396 Cornelia Street #1R,Bushwick
1309,1 bath,1 bed,0,"$1,500",,8655 Bay Parkway #C3,
1310,1 bath,3 beds,0,"$2,250",,1918 Kings Highway #2,
1311,1 bath,1 bed,0,"$2,900",,676 Prospect Place #GL,
1312,1 bath,1 bed,0,"$1,600",,1310 Avenue R #4F,
1313,2 baths,2 beds,0,"$2,200",,1600 Flatbush Avenue #3V,
1314,1 bath,2 beds,0,"$2,800",,224 Sackett Street #4L,Carroll Gardens
1315,1 bath,,0,"$1,700",558 ft²,130 Martense Street #6K,
1316,1 bath,,0,"$2,732",,461 Dean Street #11K,Prospect Heights
1317,1 bath,1 bed,0,"$1,700",,115 Lenox Rd #10E,
1318,1 bath,2 beds,0,"$4,695",,184 Joralemon Street #7A,Brooklyn Heights
1319,1 bath,3 beds,0,"$3,100",,272 Throop Avenue #4R,Bedford-Stuyvesant
1320,1 bath,,0,"$1,300",,84 Diamond Street #1,Greenpoint
1321,1 bath,1.5 beds,0,"$3,500",,825 President Street #4,Park Slope
1322,1 bath,3 beds,0,"$2,750",,272 Throop Avenue #4F,Bedford-Stuyvesant
1323,1 bath,3 beds,0,"$2,670",,818 Lexington Avenue #2F,
1324,1 bath,2 beds,0,"$2,650",,272 Throop Avenue #3R,Bedford-Stuyvesant
1325,1 bath,3 beds,0,"$3,200",,172 Terrace Place #2,
1326,1 bath,2 beds,0,"$2,400",,272 Throop Avenue #3F,Bedford-Stuyvesant
1327,1 bath,2 beds,0,"$2,500",,272 Throop Avenue #2R,Bedford-Stuyvesant
1328,1 bath,1 bed,0,"$1,750",750 ft²,565 85th Street #A12,Bay Ridge
1329,1 bath,2 beds,0,"$5,300",,250 Ashland Place #PH2DD,Fort Greene
1330,1 bath,2 beds,0,"$2,200",,699 DeKalb Avenue #6,Bedford-Stuyvesant
1331,1 bath,2 beds,0,"$2,300",,272 Throop Avenue #2F,Bedford-Stuyvesant
1332,1 bath,1 bed,0,"$2,300",,20 Sidney Place #3E,Brooklyn Heights
1333,1.5 baths,3 beds,0,"$3,600",,272 Throop Avenue #1R,Bedford-Stuyvesant
1334,1 bath,1 bed,0,"$2,500",,58 Bushwick Avenue #4B,Williamsburg
1335,1.5 baths,1.5 beds,0,"$2,250",,272 Throop Avenue #1F,Bedford-Stuyvesant
1336,1 bath,1 bed,0,"$2,600",600 ft²,269 Withers Street #3A,
1337,,2 beds,0,"$2,999",,331 Melrose Street,Bushwick
1338,1.5 baths,3 beds,0,"$4,000",,331 Melrose Street,Bushwick
1339,2 baths,4 beds,0,"$5,000",,331 Melrose Street,Bushwick
1340,1 bath,2 beds,0,"$3,000",,331 Melrose Street,Bushwick
1341,1 bath,2 beds,0,"$2,300",,1457 Bay Ridge Parkway #1,
1342,1 bath,1 bed,0,"$2,750",850 ft²,80 Joralemon Street #3A,Brooklyn Heights
1343,1 bath,,0,"$3,293",426 ft²,60 Water Street #PHK,DUMBO
1344,1 bath,2 beds,0,"$3,500","1,032 ft²",415 Washington Avenue #11,
1345,1 bath,1 bed,0,"$2,325",,10 Prospect Park SW #CVA7,
1346,1 bath,2 beds,0,"$3,150",,570 Pacific Street #GA2,Park Slope
1347,1 bath,1 bed,0,"$3,350",725 ft²,66 Rockwell Place #32E,Fort Greene
1348,1 bath,,0,"$2,888",610 ft²,66 Rockwell Place #36C,Fort Greene
1349,1 bath,,0,"$2,311",510 ft²,66 Rockwell Place #27D,Fort Greene
1350,1 bath,1 bed,0,"$1,650",,50 Brighton 1st Road #12B,
1351,1 bath,2 beds,0,"$2,500",,375 13th Street #1,Park Slope
1352,1 bath,2 beds,0,"$3,200",,524 Metropolitan Avenue #13,Williamsburg
1353,1 bath,2 beds,0,"$1,950",,4121 7th Avenue #1D,Sunset Park
1354,1 bath,2 beds,0,"$2,250",,400 4th Avenue #2F,
1355,1.5 baths,3 beds,0,"$2,800","1,000 ft²",1485 Gates Avenue #5R,Bushwick
1356,1 bath,4 beds,0,"$4,750","1,450 ft²",411 3rd Street #2,Park Slope
1357,2 baths,3 beds,0,"$6,360",,250 Ashland Place #PH2JJ,Fort Greene
1358,,1 bed,1,"$2,875",650 ft²,10 City Point #32N,
1359,1 bath,2 beds,0,"$2,395",,1503 Fulton Street #2BR,Bedford-Stuyvesant
1360,1 bath,1 bed,0,"$2,695",,319 Garfield Place #3B,Park Slope
1361,1 bath,1 bed,0,"$2,360",620 ft²,96 Steuben Street #C6,
1362,1 bath,2 beds,0,"$1,900",,912 52nd Street #GRDN1,
1363,2 baths,2 beds,0,"$3,257","1,143 ft²",97 Grand Avenue #4C,
1364,1 bath,1 bed,0,"$2,400",625 ft²,97 Grand Avenue #A6,
1365,2 baths,2 beds,0,"$3,085","1,033 ft²",97 Grand Avenue #2A1,
1366,1 bath,1 bed,0,"$2,570",750 ft²,97 Grand Avenue #C7,
1367,1 bath,4 beds,0,"$2,200","1,450 ft²",1043 Bay Ridge Parkway #2,
1368,1 bath,1 bed,0,"$2,375",,214 Prospect Place #3,Prospect Heights
1369,1 bath,2 beds,0,"$2,375",,367 South 5th Street #22,Williamsburg
1370,1 bath,2 beds,0,"$1,799",,64 Covert Street 3RD-FLOOR,Bushwick
1371,1 bath,1 bed,0,"$2,495",,494 Lorimer Street #2F,Williamsburg
1372,1 bath,1 bed,0,"$2,991",,365 Bond Street #A215,
1373,1 bath,3 beds,0,"$2,499",,1420 Putnam Avenue #3R,Bushwick
1374,1 bath,2 beds,0,"$2,499",,184 Noll Street #3A,Bushwick
1375,1 bath,3 beds,0,"$2,175",,144 Cornelia Street #3F,Bushwick
1376,1 bath,2 beds,0,"$1,999",,144 Cornelia Street #2F,Bushwick
1377,1 bath,2 beds,0,"$2,395",,144 Cornelia Street #1G,Bushwick
1378,2 baths,2 beds,0,"$2,950","1,260 ft²",3112-3144 Emmons Avenue #318,
1379,2 baths,2 beds,0,"$2,215",907 ft²,3052 Brighton 1st Street #5C,
1380,1 bath,1 bed,0,"$2,750",,583 Meeker Avenue #1R,Greenpoint
1381,1 bath,1 bed,0,"$1,900",,277 Washington Avenue #1H,
1382,1 bath,1 bed,0,"$3,000",850 ft²,387 3rd Street #GARDEN,Park Slope
1383,1 bath,4 beds,0,"$3,795",,842 Classon Avenue #8A,
1384,1.5 baths,3 beds,0,"$3,300",,212 Wyckoff Avenue #C,Bushwick
